,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,Unnamed: 0,image_url,in_reply_to_screen_name,location
151,Wed Mar 06 05:36:55 +0000 2024,"1,76525E+18","ga sabar liat another keanehan program makan gratis itu wkwkw blm lagi ikn, food estate HAHAHHAHA biar kaum all in MALU dan nyesel trus w mampus mampusin deh",0,1,0,1,in,"1,13103E+18","1,76525E+18",notdindoz,https://twitter.com/notdindoz/status/1765250183795982355,,,,
152,Wed Mar 06 04:36:19 +0000 2024,"1,76523E+18","Sebenernya sah sah aja AHY keliatan bergairah bgt dpt jabatan menteri, kalau emg sedari awal mendukung program pemerintah (IKN). Tapi kan kenyataannya tidak 😆",0,0,0,1,in,"7,41574E+17","1,76523E+18",rndliandr,https://twitter.com/rndliandr/status/1765234933830938687,,,,
153,Wed Mar 06 00:50:54 +0000 2024,"1,76518E+18",@Dwiranaa24 @diankrtn__ Malahan yang gak sadar / masih memuja Mukidi itu pendukung 02 seolah-olah ingin melanjutkan pembangunan IKN &amp  program warisan dari Mukidi ...,0,0,0,4,in,"1,45351E+18","1,76498E+18",TrifanyKim96,https://twitter.com/TrifanyKim96/status/1765178206901182860,,,,
154,Tue Mar 05 23:13:49 +0000 2024,"1,76515E+18","@legislatweet Program nya jelek Cuma makan siang untuk anak sekolah, anggaran melebihi bangun IKN Kenapa ga buat sistem untuk orang tua supaya perputaran uang lebih masif? anak sekolah ga makan siang ga jadi goblok kok, malah kalo siang makan, pelajaran setelah makan malah jadi ngantuk",0,0,0,24,in,481775132,"1,76484E+18",lidra_eve,https://twitter.com/lidra_eve/status/1765153774430253327,,,,
155,Tue Mar 05 20:46:05 +0000 2024,"1,76512E+18",@NdrewsTjan Sungai resapan di tutup akhirnya banjir jugak program buatan heru. Mana lagi ikn pakek sumur resapan tapi kalian ngehina pemikiran anies. 🤣 oalah sengkuni,0,0,0,1,in,"1,67758E+18","1,76499E+18",hy__nov,https://twitter.com/hy__nov/status/1765116595813449855,,,,
156,Tue Mar 05 18:11:48 +0000 2024,"1,76508E+18","niat kaga sih bikin program. itu program gedhe loh, anggarannya aja hampir sm dgn IKN, kok gajelas gini. mungkin ini akibat lebih mikirin maksi gratis dibanding mencerdaskan otak🙃",0,1,0,0,in,"9,36544E+17","1,76508E+18",venussal_,https://twitter.com/venussal_/status/1765077769741058084,,,,
157,Tue Mar 05 15:25:03 +0000 2024,"1,76504E+18","Sulit cari duit buat program makan siang gratis. Usul saya, IKN tetap Oke tp tunda saja pembangunannya. Alihkan dananya buat program makan gratis... @prabowo @gibran_tweet https://t.co/MRtndo6ZN0",0,0,0,1,in,"1,6043E+18","1,76504E+18",MusydaHadaitul1,https://twitter.com/MusydaHadaitul1/status/1765035805490434178,,,,
158,Tue Mar 05 14:29:57 +0000 2024,"1,76502E+18","@adhams @Outstandjing ini ibaratnya ngomong emang kl ga gw korupsi, lu ga bakalan korupsi?"" begooo  tanpa ikn duitnya diharapkan buat program yg lebih bisa dirasakan manfaatnya sama masyarakat bakal bener atau ga itu urusan gimana bikin programnya yg meminimalisir manusia macam lu bisa ikutan""",0,0,0,1,in,"1,02052E+18","1,76482E+18",anusange,https://twitter.com/anusange/status/1765021940031570393,,,,
159,Tue Mar 05 13:41:43 +0000 2024,"1,76501E+18","@Anothersinnerdo @Rickrockrickro @mrwonderlands @AbdulRachimmks @unjsecret Gw nnya sm temen gw yg milih onoh, penerima kjmu juga dia. Bilangnya krn nerusin program jkw ceunah... Ikn... Sama hilirisasi,,, gw yakin dia gatau arti sebenernya hilirisasi itu apa. Kebawa berita2 tiktok ya Allah. Gw kasih fakta dibaca doang🙃",0,2,0,14,in,1610600264,"1,76495E+18",usxendayo,https://twitter.com/usxendayo/status/1765009802198130713,,,,
160,Tue Mar 05 12:47:49 +0000 2024,"1,765E+18","@PartaiSocmed duh yg tinggal nunggu pelantikan, msh sj ngurusin hak angket...  Program donk Program IKN Makan Siang Hayo..hqyo",0,0,0,0,in,"1,65239E+18","1,76498E+18",DURNO2024,https://twitter.com/DURNO2024/status/1764996237106012444,,,,
161,Tue Mar 05 10:54:23 +0000 2024,"1,76497E+18","Ini kalau duitnya ke Program Makan Siang Gratis, or worse, IKN. May you rot in Hell, Heru and Jokowi Dynasty.",0,1,0,0,in,"1,43906E+18","1,76497E+18",rashaya_w,https://twitter.com/rashaya_w/status/1764967691834802648,,,,
162,Tue Mar 05 10:47:13 +0000 2024,"1,76497E+18",@innnuwoh @henrysubiakto Karena hutang akibat proyek2 ngawur seperti kreta cepat dan IKN yg dipaksakan lalu naga2nya bakalan tambah ngawur dgn program makan siang gratis lah distribusi sembako secara merata saja sulitnya minta ampun ini mau distribusi makanan siap saji setiap hari?? Ya ngimpi tong,0,0,0,0,in,"1,62826E+18","1,76448E+18",Jojobetako2,https://twitter.com/Jojobetako2/status/1764965887285891379,,,,
163,Tue Mar 05 10:13:44 +0000 2024,"1,76496E+18",Program yg sedari awal gapunya konsep selamanya akan jadi mainan politik. Con IKN,0,0,0,0,in,"1,18088E+18","1,76496E+18",likecowntall,https://twitter.com/likecowntall/status/1764957462279659768,,,,
164,Tue Mar 05 07:08:23 +0000 2024,"1,76491E+18","@adhams Dengan ikn yg hanya dibatasi 2jt penduduk? I dont think so.  Transmigrasi? Kemana? Perlu di pikirin apa jaminan nya kl warga ikut program dan ninggalin zona nyaman mereka ini bisa jd apa, dapet apa, dan gmn prosesnya.   Jgn2 jd nya cuma mindahin “org kurang mampu” ke tmpt lain aj",0,1,0,1,in,"7,75329E+17","1,76482E+18",jstadongg,https://twitter.com/jstadongg/status/1764910814040142318,,,,
165,Tue Mar 05 06:25:03 +0000 2024,"1,7649E+18",@mimih6mei @abby6mei @abbynfam @neng6mei Selalu mengajak anak muda untuk ikut berpartisipasi dalam program yang pemerintah rencanakan,0,0,0,0,in,"1,71979E+18","1,76456E+18",ikn_merdeka,https://twitter.com/ikn_merdeka/status/1764899908870660543,,,,
166,Tue Mar 05 04:48:48 +0000 2024,"1,76488E+18","@audhinafh Dikasih hunian IKN ga tuh, masa berjasa sama program buat rakyat tapi ga dikasih🤣",0,0,0,0,in,377893705,"1,7646E+18",FDSR_,https://twitter.com/FDSR_/status/1764875687167737976,,,,
167,Tue Mar 05 02:20:51 +0000 2024,"1,76484E+18","@SungJinwo06 @dwinnura @txtdrpemerintah elu diem deh. anggaran beasiswa kjmu, kjp pd dipangkas buat nambahin anggaran pembangunan IKN. dri 19rb penerima, cuma sisa 7rb penerima. ini aja blm dilantik jd presiden udh byk masalah, gmn nanti itu program maksi berjalan? apalagi anggaran yg hrs dipangkas? waras dikit",0,1,1,10,in,"1,18301E+18","1,76481E+18",zahra_calla,https://twitter.com/zahra_calla/status/1764838453462859787,,,,
168,Tue Mar 05 01:18:56 +0000 2024,"1,76482E+18",@are_inismyname @prabowo @jokowi @Ndons_Back @99propaganda @bengkeldodo @P4P4B0W0_2024 @BANGSAygSUJUD @Bank_Joee_ @florieliciouss @MIrvanDarwin1 @IrawanRommi @Kimberley_PS08 Iyaaaa bangeeeeet dimanaaaa rakyat ngantri beras… dimana mahasiswa demo… dimana pemilu amburadul eh @jokowi kabur ke IKN eh @jokowi malah suruh rakyat cek harga sendiri ke pasar eh @jokowi malah diam membisu ditambah @prabowo manaaaa program ketahanan pangan nyaaa???🤭🤭,0,0,0,0,in,"1,51972E+18","1,76466E+18",me_veeta,https://twitter.com/me_veeta/status/1764822874630853091,,,,
169,Mon Mar 04 22:28:21 +0000 2024,"1,76478E+18","@palingteguh @sociotalker 3. anggaran gila2an. ga make sense mnurut gua. bner kata capres anies dibangun boleh, tp bertahap &amp  uangnya dipakai dulu utk kepentingan lain. trlebih presiden terpilih kan pny program maksi gratis, knp ga dari ikn aja uangnya drpd comot pagu lain kyk bos.",0,1,0,2,in,295416076,"1,76453E+18",randytemanmu,https://twitter.com/randytemanmu/status/1764779943450313066,,,,
170,Mon Mar 04 16:23:08 +0000 2024,"1,76469E+18","@sociotalker Dengan perhitungan bahwa anggaran 450 T/Tahun itu belum hitung susu (90,8 T/Tahun kalo dihitung 1 susu kotak 3000), biaya produksi, distribusi, gaji pekerja, dan seterusnya. Maka total anggaran program sudah melebihi 466 T untuk IKN.",0,0,0,0,in,"1,67471E+18","1,76453E+18",azka1999,https://twitter.com/azka1999/status/1764688033813762461,,,,
171,Mon Mar 04 16:08:40 +0000 2024,"1,76468E+18","orang2 yang doyan kuproy sebaiknya dibuatkan program transmigrasi ke IKN, gratis ngegebet kuproy2 gedung kompleks pemerintahan 🙏",0,1,2,32,in,231650754,"1,76468E+18",mdrfhyt,https://twitter.com/mdrfhyt/status/1764684393665413158,,,,
172,Mon Mar 04 15:43:04 +0000 2024,"1,76468E+18",Heranku satu terkait program maksi yg diusung Pak Prabowo.  KENAPA SDH DIBAHAS PEMERINTAHAN PAK JOKOWI SKRG????  Beda cerita kalau program ini sdh muncul dari Pak Jokowi mau dilanjutkan Pak Prabowo seperti IKN.  Ini kebalik cuk……,0,2,0,0,in,327336179,"1,76468E+18",rrabadikik,https://twitter.com/rrabadikik/status/1764677952716067121,,,,
173,Mon Mar 04 15:28:36 +0000 2024,"1,76467E+18","@moh_boesh @anonjawa Gk bisa kerja!! Let's see,program makan gratis di Jakarta semasa Anies sudah ada dan berjalan lancar, kemudian ide itu di curi Wowo untuk kampanye pilpres🤫🤫.. sumur resapan program Anies di Jakarta sekarang di terapkan di IKN.. bagaimana dgn Heru pilihan Jokowi?🤭🤭🤭",0,0,0,9,in,"1,70742E+18","1,76462E+18",blue_is_shit,https://twitter.com/blue_is_shit/status/1764674312827802027,,,,
174,Mon Mar 04 15:07:20 +0000 2024,"1,76467E+18","@ferrykoto Maksi gratis demi kecerdasan, hilirisasi &amp  IKN yg rame ... saya jarang skali baca program 01 &amp  03 yg. melekat di kepala org² &amp  netizen",0,0,0,0,in,"1,19464E+18","1,76454E+18",FDerasti,https://twitter.com/FDerasti/status/1764668960182775869,,,,
175,Mon Mar 04 13:16:37 +0000 2024,"1,76464E+18","@3piscesgrill @BimAditya15 @ekky1995 Hahahaha.. pasti ngebahasnya pake artikel detik yang menghilangkan satu kata. “Kelakar”. Gibran lagi jual diri pake “kelakar”, gw menjawab jual dirinya gibran pake “kelakar” juga. Bahkan gw pertegas, bahwa gibran dipake buat nolak program jokowi (mis: IKN). Waktu itu belum ada…",0,0,0,0,in,98275340,"1,76451E+18",AnggaPutraF,https://twitter.com/AnggaPutraF/status/1764641097547170250,,,,
176,Mon Mar 04 12:57:19 +0000 2024,"1,76464E+18",@tvOneNews Udah bubar aja bubar.. program ga ada jelas2nya.. cuma ngandelin nama yg gampang diinget doang biar kepilih.. mending bikin IKN baru di pulau Sumatera aja..,0,0,0,1,in,"1,43765E+18","1,76459E+18",katasiapalo,https://twitter.com/katasiapalo/status/1764636239654006963,,,,
177,Mon Mar 04 12:37:48 +0000 2024,"1,76463E+18","@WidasSatyo Klo bahan pangan naik, bbm naik, dikasi 15k buat masak apa dah buat cegah stunting? 🤣 Yg ada ibu nya ikut stunting mikirin belanja didapur, udh simpen aja duitnya, batalin IKn dan program makan siang biar negara hemat 2500 T APBN, bisa dipake buat memperbaiki perekonomian",0,0,0,11,in,"1,54427E+18","1,76462E+18",pussycatee,https://twitter.com/pussycatee/status/1764631327222165863,,,,
178,Mon Mar 04 12:26:25 +0000 2024,"1,76463E+18",Ada 03 yg nerusin IKN Ada 01 yg stay di Jakarta tapi IKN gak diabaikan.  Malah milih 02 yg nerusin di IKN dan buat program gak jelas blas. Aneh??????,0,1,0,0,in,1662078606,"1,76463E+18",eldynm_,https://twitter.com/eldynm_/status/1764628465024921940,,,,
179,Mon Mar 04 12:11:48 +0000 2024,"1,76462E+18","@are_inismyname saya haqul yakin jika bener2 program maksi gratis ttp diterapin,bangsa ini akan Resesi. karena kita sdng giat membangun IKN yg anggarannya gede jika ditambah maksi gratis yg anggarannya guede jg..ayolah fokus aja ke IKN dan program2 produktif yg tdk menyedot anggaran.",0,0,0,0,in,"1,59486E+18","1,76411E+18",irawan31072779,https://twitter.com/irawan31072779/status/1764624783457804555,,,,
180,Mon Mar 04 11:28:07 +0000 2024,"1,76461E+18",@psi_id tu perhatikan konsep pak Anis dipakai untuk IKN dulu katanya program ngak masuk akal,0,0,0,0,in,"1,35182E+18","1,76461E+18",edi750920,https://twitter.com/edi750920/status/1764613791424434377,,,,
181,Mon Mar 04 10:27:17 +0000 2024,"1,7646E+18",#BeritaUNP  Tim KKN UNP bersama Ketua LPPM UNP mematangkan Program Integrasi Kampus Nagari - Program Pemberdayaan Masyarakat (IKN - PPM) UNP  https://t.co/OjiKFAYLKe  #universitasnegeripadang #kampusmerdeka #humasunp #kampusmerdeka,0,0,0,0,in,"9,04944E+17","1,7646E+18",HumasUnp,https://twitter.com/HumasUnp/status/1764598481824706766,,,,
182,Mon Mar 04 09:19:28 +0000 2024,"1,76458E+18",@ferrykoto yg punya otak pasti mikir..bangun ikn 400T aja harus cari utangan nawarin hgu sampe ratusan tahun..lah ini bikin program yg setahun habis 465 T..kan guoblok😂,0,0,0,2,in,213206131,"1,76454E+18",hervanka,https://twitter.com/hervanka/status/1764581416304889948,,,,
183,Mon Mar 04 08:29:34 +0000 2024,"1,76457E+18","Program Makan Siang Gratis Kian Bebani APBN, Ekonom: Anggarannya Lebih Besar dari IKN https://t.co/lOqbUyVi35 #TempoBisnis",2,0,3,25,in,18129942,"1,76457E+18",tempodotco,https://twitter.com/tempodotco/status/1764568856344019088,,,,
184,Mon Mar 04 05:33:34 +0000 2024,"1,76452E+18","@jaenalar666 @PaijoKhentir Bkn mslh komunis / liberal.. Yg jelas keinginan pemimpin nasionalnya. Mau dibawa kmn petaninya. Cth jaman pak harto ada program  swasembada pangan Hingga semua infrastruktur pertanian di bangun dr waduk hingga irigasi,pupuk disubsidi.. Klo skrg fokus ke btu bara ,sawit,tol,ikn.",0,0,0,1,in,"1,27682E+18","1,76423E+18",HeruSup80445135,https://twitter.com/HeruSup80445135/status/1764524565332722036,,,,
185,Mon Mar 04 04:24:23 +0000 2024,"1,76451E+18","5-7jt, study case nya bikin work flow sama anggaran untuk nation wide program trs present ke high ranking official wkwkwkwkwkwwkwkwk Berkaca dari sayembara logo IKN kemaren aja si, yg 3 besar yg mana, yg dipake yg mana🤪🤪🤪🤪",0,2,0,1,in,"1,61711E+18","1,76451E+18",eanisayu,https://twitter.com/eanisayu/status/1764507154206396764,,,,
186,Mon Mar 04 01:07:38 +0000 2024,"1,76446E+18","@_qwerty_komen @Sukirman2019 @NenkMonica Untuk program makan siang saja ratusan trilyun, ini belum bicara kemungkinan korupsi lho ya, lalu ada IKN yg akan menguras APBN.  Menurut saya kemungkinannya cukup besar.",0,1,0,1,in,"1,24739E+18","1,76413E+18",KZzuo,https://twitter.com/KZzuo/status/1764457640460267674,,,,
187,Mon Mar 04 00:50:06 +0000 2024,"1,76445E+18","@partaimedsos45 Makanya klo Partai Sampah Indonesia @psi_id mengkritik kebijakan (Anies) di Jkt itu jangan didengerin, motifnya cm politik. Buktinya program yg dikritik mereka di era Anies dipakai IKN juga kan? Dan program yg mereka dukung juga yg prog2 sampah ajaib, motifnya cuma all in Jokowi. https://t.co/8dOxb5Ivqb",3,3,7,135,in,"1,56501E+18","1,76419E+18",CCwithSybil,https://twitter.com/CCwithSybil/status/1764453230929735788,,,,
188,Sun Mar 03 23:10:00 +0000 2024,"1,76443E+18","Kami selalu bersikap rasional melihat program pemerintah. menyampaikan sesuai realita. tentu Mas AHY sudah lihat bagaimana situasi IKN dan progress-nya sangat baik. sangat puas dengan apa yang dibangun Presiden Jokowi."" - Herman Khaeron - https://t.co/aGUPHftHqS""",0,3,4,18,in,284830933,"1,76443E+18",Demokrat_TV,https://twitter.com/Demokrat_TV/status/1764428037343588533,,,,
189,Sun Mar 03 17:51:36 +0000 2024,"1,76435E+18","@genx36545403 @aniesbaswedan Yeeeee, bajer kot0pl  Nyamain program makan siang gratis indo ama jepang, lawak dex , jumbah penduduk Jepang itu 50%dari penduduk indo , dan jepang anggaran negaranya setabil, sedangkan negara kita lagi boncos buat ikn, dana abadi🤣🤣pesantren, blum hilirisasi digital dan tambang https://t.co/V7EAMkzPtN",0,1,0,1,in,"1,63662E+18","1,76426E+18",asken_kane,https://twitter.com/asken_kane/status/1764347911461384483,,,,
190,Sun Mar 03 16:02:52 +0000 2024,"1,76432E+18","@kumparan Klo ga pny duit mah ga usah maksa bikin program ga penting, IKN sm kereta cepat aja ga penting eh skrng nambah makan siang gratis 🤦‍♂️",0,1,0,14,in,"8,0536E+17","1,76424E+18",Fitri_Greens,https://twitter.com/Fitri_Greens/status/1764320546047865041,,,,
191,Sun Mar 03 15:00:59 +0000 2024,"1,7643E+18","DI REZIM JOKOWI. DI CEKOKI. PROGRAM YG GLINDUR   TANPA PERENCANAAN &amp  ANALISA POKOK E HANTAM KROMO .  IKN , FOOD ESTATE , KA CEPAT , BANDARA2.. DLL DSB   KALO RAKYAT MENOLAK  &amp  PROTES ... APKAM SIAP MELIBAS .  TERNYATA PROGRAM P. LURAH DI TIRU OLEH WOWO  ..  WES MBOH ... LAH https://t.co/LIQQ28Rfyr",0,1,4,9,in,"1,65507E+18","1,7643E+18",AdePhanay,https://twitter.com/AdePhanay/status/1764304973658308759,,,,
192,Sun Mar 03 14:06:17 +0000 2024,"1,76429E+18","@jokowi semangat trus Pak Presiden,,,kami dukung IKN,,,kami dukung program kerja kerja nyata,,,selama ini semuanya ada dizaman pemerintahan Pak Jokowi,,,kami dibelakang Pak Presiden sampai akhir jabatan,,,trimakasih,,,zzz",0,1,0,1,in,"1,52699E+18","1,76415E+18",2672Uwak,https://twitter.com/2672Uwak/status/1764291207214285070,,,,
193,Sun Mar 03 12:46:28 +0000 2024,"1,76427E+18","@tempodotco Kalau dihitung dengan kacamata orng awam, 15K * 80 juta anak = 1,2T. Itu hitungan nya baru per hari. Kalau setahun 1,2T x 365 hari = 438T. 1 tahun anggaran makan siang gratis = biaya pembangunan IKN. So, apakah dengan biaya segede itu logic kalau program tersebut dijalankan?",0,2,1,4,in,"1,31705E+18","1,76414E+18",bahasapaja,https://twitter.com/bahasapaja/status/1764271120994447604,,,,
194,Sun Mar 03 09:53:19 +0000 2024,"1,76423E+18",@tanyarlfes Aku diem aja sebagai warga luar jawa dan ga nonton konser serta ga setuju program ikn,0,0,0,0,in,"1,22932E+18","1,76409E+18",duannjiaxu,https://twitter.com/duannjiaxu/status/1764227548106654025,,,,
195,Sun Mar 03 06:56:51 +0000 2024,"1,76418E+18",@AgusYudhoyono Ikn ini program yang grusak grusuk kurang perhitungan juga bukan komandan?,0,0,0,0,in,456681821,"1,76385E+18",SandiEgaa,https://twitter.com/SandiEgaa/status/1764183135678496808,,,,
196,Sun Mar 03 03:47:17 +0000 2024,"1,76414E+18","@tanyarlfes Bukan masalah egois atau apa, tp program ikn tuh blm bisa karena emang kesejahteraannya masih kacau balau. Mau lu pindain tuh ibukota kalo pejabatnya korup dan ga amanah ya sama aje weyy gabakal maju. Yg harus di benahin tuh kebijakannya, supaya pejabat2 korup itu tuh diilangin",0,1,0,4,in,3343836994,"1,76409E+18",bluebelliex,https://twitter.com/bluebelliex/status/1764135429635518507,,,,
197,Sun Mar 03 01:51:34 +0000 2024,"1,76411E+18","@tanyarlfes tapi ikn ini sebenernya ngga efektif tau, emang menurut kalian program ini efektif?",15,58,21,1327,in,1316151678,"1,76409E+18",calendzr,https://twitter.com/calendzr/status/1764106311170408634,,,,
198,Sat Mar 02 13:57:59 +0000 2024,"1,76393E+18",Cocok diangkut ke ikn buat program wamil,0,0,0,1,in,"1,58335E+18","1,76393E+18",glock20xx,https://twitter.com/glock20xx/status/1763926731571044852,,,,
199,Sat Mar 02 12:18:55 +0000 2024,"1,7639E+18",@Bbong19_ Lo beneran gatau IKN programnya Jokowi kah? Itu program ibukota baru yang dibikin Jokowi. Lengkapnya Googling aja,0,1,0,0,in,"1,65248E+18","1,76389E+18",henchanted23,https://twitter.com/henchanted23/status/1763901799101256064,,,,
200,Sat Mar 02 11:57:35 +0000 2024,"1,7639E+18","yess, dipikir2 juga program ini agak memaksakan kalo harus dijalanin langsung tahun depan. belum lagi ikn masih on proses.  tapi kalo programnya ga dijalankan?? efeknya gimana yaa?? pasti pada nuntut juga kan yaa janji program pas kampanye🤨",0,0,0,0,in,"1,25402E+18","1,7639E+18",imdeoneandonly,https://twitter.com/imdeoneandonly/status/1763896432942317831,,,,
201,Sat Mar 02 10:57:35 +0000 2024,"1,76388E+18","@jokowi Bapak Presiden, mohon Bapak tinggal di IKN setelah purna tugas nanti agar Bapak bisa mengawasi progress pembangunan IKN yg merupakan program kebanggaan Bapak.",0,0,0,0,in,819869455,"1,76353E+18",wisnudinarko,https://twitter.com/wisnudinarko/status/1763881331703078942,,,,
202,Sat Mar 02 06:43:06 +0000 2024,"1,76382E+18","Teluk Balikpapan juga habitat dari pesut pesisir. Jadi apakah IKN berdampak buruk pada habitat pesut tentu pasti, ini juga yg di lihat oleh peneliti dari Yayasan Konservasi RASI dalam program penelitiannya tentang dampak IKN terhadap biodiversitas hewan dan tumbuhan.",0,0,0,0,in,"1,36857E+18","1,76382E+18",alfinpranata42,https://twitter.com/alfinpranata42/status/1763817287428304913,,,,
203,Sat Mar 02 06:31:14 +0000 2024,"1,76381E+18","@AgusYudhoyono Senang ya pak di ikn, gk kebanjiran Gak ada banjir spt di Jakarta Krn sumur resapan di cor beton semua Kebanjiran??? Cuman buat rakyat jelantah, kalo buat pemerintah n aparat mah cukup pindah ke ikn, rumah bagus, gak ada banjir krn program sumur resapan pak Anies berfungsi di ikn",0,0,0,0,in,85235506,"1,76337E+18",Embun_5enj4,https://twitter.com/Embun_5enj4/status/1763814303285825684,,,,
204,Sat Mar 02 06:06:41 +0000 2024,"1,76381E+18","Sobat OJK, sbg bentuk dukungan nyata thdp program pengembangan IKN, OJK melakukan penandatanganan perjanjian bersama Otorita IKN yg dilakukan Ketua Dewan Komisioner OJK Mahendra Siregar &amp  Kepala Otorita IKN Bambang Susantono disaksikan Presiden RI Joko Widodo di Kalimantan Timur.",0,1,0,1,in,1869673304,"1,76381E+18",ojkindonesia,https://twitter.com/ojkindonesia/status/1763808124522357118,,,,
205,Sat Mar 02 03:47:34 +0000 2024,"1,76377E+18","@MumtazMH Nek misalkan program kaya BPJS cacat, aku esih bisa terima lah, soale tujuane mungkin apik cuma sistem sing esih berantakan  Tapi nek MAKAN SIANG GRATIS, IKN, bener2 cacat logika",0,1,0,0,in,"1,06016E+18","1,76373E+18",fadlilazka19,https://twitter.com/fadlilazka19/status/1763773115195330721,,,,
206,Sat Mar 02 01:18:49 +0000 2024,"1,76374E+18","Kehadiran OJK &amp  sektor jasa keuangan merupakan dukungan nyata thdp program pengembangan IKN yg dilakukan pemerintah, serta mendukung kepentingan perekonomian nasional melalui infrastruktur SJK spt pembangunan pusat layanan perbankan di Kawasan Inti Pusat Pemerintahan IKN. https://t.co/l5wsfjoEPF",0,0,0,2,in,1869673304,"1,76374E+18",ojkindonesia,https://twitter.com/ojkindonesia/status/1763735679903953154,,,,
207,Sat Mar 02 00:14:04 +0000 2024,"1,76372E+18","@alisyarief ini baru permulaan, sudah  mulai muncul tambahan program2 aneh yg sebelumnya tidak ad.  pdhal program yg janji kampanye nya saja blum jlas gimana pelaksanaan dan sumber dananya. blum lagi ditambah mo lanjutkan IKN.  gak jlas lompat sana-sini, sementara anggaran APBN terbatas.",0,0,0,2,in,"1,60376E+18","1,76372E+18",zola_papazola2,https://twitter.com/zola_papazola2/status/1763719384932188377,,,,
208,Fri Mar 01 23:02:47 +0000 2024,"1,7637E+18","@PartBurungGalak Ya memang idealnya seperti itu. Tapi bisa ga ngerjainnya..jangan cuma mentok di ide/gagasan. 5 tahun kedepan, fokus saja ke pangan..lupakan dulu IKN atau program muluk2 Jokowi.",0,0,1,2,in,"9,32658E+17","1,76363E+18",staysaferek,https://twitter.com/staysaferek/status/1763701446862835897,,,,
209,Fri Mar 01 23:02:46 +0000 2024,"1,7637E+18","Ini bukti program kerjanya berhasil, yaitu mencari alasan agar bisa pindah ke IKN. Selamat ya pak",0,0,0,1,in,238566808,"1,7637E+18",Iwansetiawan512,https://twitter.com/Iwansetiawan512/status/1763701443855536340,,,,
210,Fri Mar 01 18:54:12 +0000 2024,"1,76364E+18","@KompasTV Kalau program dinilai bagus, dan diantisipasi lebih awal spy sukses, knp tidak? Bukankah mrk memang usung platform berkelanjutan? Misal, Anies menang, lalu melanjutkan IKN yg bukan programnya, disimulasikan &amp   dimasukin RAPBN berikutnya, gak boleh gitu? Aneh2 aja",0,0,0,1,in,508535668,"1,76364E+18",TopanTj,https://twitter.com/TopanTj/status/1763638886658666873,,,,
211,Fri Mar 01 15:45:57 +0000 2024,"1,76359E+18",@PartaiSocmed @prabowo @gibran_tweet Program apaan? Lha wong duitnya udh habis buat IKN dan makan siang gratis wkwwkk,0,0,0,0,in,"1,33976E+18","1,76347E+18",pubgadget,https://twitter.com/pubgadget/status/1763591513035153521,,,,
212,Fri Mar 01 15:31:57 +0000 2024,"1,76359E+18","Ohh..mungkin program makan gratis ini fungsinya cuma biar budget bikin IKN itu serasa kecil yaa..  IKN total 400T, Makan Gratis 400T/tahun.  Nanti programnya ga maksimalx lalu stop, bilangnya demi pembangunan IKN (pemerataan pembangunan).",0,0,0,0,in,174217890,"1,76359E+18",bapakayammmm,https://twitter.com/bapakayammmm/status/1763587992499999168,,,,
213,Fri Mar 01 15:28:11 +0000 2024,"1,76359E+18","@kompascom Hmm..program.makan gratis ini ..kayakmya mirif2 era Jkw dg kartu sembako murah, kartu2 lainnya. Apakah dilaksanakan? Gal ketahuan jg.. Nanti jg rakyay dialihkan dg program IKN, keamanan, dan project2 yg dikatakan PSN"" lainnya..""",0,0,0,0,in,339436825,"1,76358E+18",JJ_tilu,https://twitter.com/JJ_tilu/status/1763587044037857498,,,,
214,Fri Mar 01 14:39:43 +0000 2024,"1,76357E+18","02 adalah negara, fafifu program tanpa dialog. Eh pas program mau jalan, comot dana dari sana sini. Rakyat dipaksa terima.  Kampanye program yg nggak ada dialognya ya gini. Kek negara ketok palu IKN &amp  ciptaker. Baru makan siang gratis aja udah bikin meringis gini. Otw surem kita?",0,0,0,0,in,271431139,"1,76357E+18",donnii_ach,https://twitter.com/donnii_ach/status/1763574844015464476,,,,
215,Fri Mar 01 13:38:04 +0000 2024,"1,76356E+18",@AgusYudhoyono @jokowi @kem_atrbpn Dapat tulang langsung siap menjalankan program ibu kota baru..pdhl dulu2 ngomyang ttg IKN...gak malu Yo mas menjilat ludah sendiri..gara2 dpt sedikit tulang..kukira kesatria ternyata kasta kusta...,0,0,0,0,in,"1,40561E+18","1,7634E+18",Embunpa01390476,https://twitter.com/Embunpa01390476/status/1763559329226240071,,,,
216,Fri Mar 01 13:20:12 +0000 2024,"1,76355E+18","Hal-hal yang dikerjakan pemerintah, memasukan program maksi gratis, membangun IKN, itu tidak jelas urgensinya apa, ada banyak sekali hal yang harusnya mereka perhatikan, yaitu kesejahteraan rakyatnya. Kesejahteraan buruh, kesejahteraan guru, nakes, petani, dan masih banyak lagi.",0,1,1,1,in,"1,10499E+18","1,76355E+18",slcht_,https://twitter.com/slcht_/status/1763554836489044298,,,,
217,Fri Mar 01 11:53:56 +0000 2024,"1,76353E+18","Ya mau gimana, soalnya dana lain yg akan didapat dari kenaikan cukai rokok, cukai minuman manis, dan teman-temannya itu mengalir untuk pembangunan fasilitas mewah IKN. Makanya bingung, dana program ini dari mana ya (banyak lagi)",0,0,0,0,in,"1,03404E+18","1,76353E+18",Enigmabiru,https://twitter.com/Enigmabiru/status/1763533126641635755,,,,
